"sum","Name","Date","Jahr"
2665,"West-Süd",2020-10-22,2020
1704,"West-Süd",2020-10-23,2020
2451,"West-Süd",2020-10-24,2020
1846,"West-Süd",2020-10-25,2020
1582,"West-Süd",2020-10-26,2020
2497,"West-Süd",2020-10-27,2020
2248,"West-Süd",2020-10-28,2020
1767,"West-Süd",2020-10-29,2020
2489,"West-Süd",2020-10-30,2020
1863,"West-Süd",2020-10-31,2020
1388,"West-Süd",2020-11-01,2020
2598,"West-Süd",2020-11-02,2020
2042,"West-Süd",2020-11-03,2020
2244,"West-Süd",2020-11-04,2020
2342,"West-Süd",2020-11-05,2020
2435,"West-Süd",2020-11-06,2020
1709,"West-Süd",2020-11-07,2020
1452,"West-Süd",2020-11-08,2020
2440,"West-Süd",2020-11-09,2020
2378,"West-Süd",2020-11-10,2020
2419,"West-Süd",2020-11-11,2020
2569,"West-Süd",2020-11-12,2020
2690,"West-Süd",2020-11-13,2020
2235,"West-Süd",2020-11-14,2020
1885,"West-Süd",2020-11-15,2020
2288,"West-Süd",2020-11-16,2020
2723,"West-Süd",2020-11-17,2020
2590,"West-Süd",2020-11-18,2020
2211,"West-Süd",2020-11-19,2020
2361,"West-Süd",2020-11-20,2020
1963,"West-Süd",2020-11-21,2020
1557,"West-Süd",2020-11-22,2020
2349,"West-Süd",2020-11-23,2020
2365,"West-Süd",2020-11-24,2020
2278,"West-Süd",2020-11-25,2020
2415,"West-Süd",2020-11-26,2020
2328,"West-Süd",2020-11-27,2020
1704,"West-Süd",2020-11-28,2020
1405,"West-Süd",2020-11-29,2020
2179,"West-Süd",2020-11-30,2020
1959,"West-Süd",2020-12-01,2020
2252,"West-Süd",2020-12-02,2020
2503,"West-Süd",2020-12-03,2020
2216,"West-Süd",2020-12-04,2020
1572,"West-Süd",2020-12-05,2020
1321,"West-Süd",2020-12-06,2020
2039,"West-Süd",2020-12-07,2020
2207,"West-Süd",2020-12-08,2020
1878,"West-Süd",2020-12-09,2020
2311,"West-Süd",2020-12-10,2020
2200,"West-Süd",2020-12-11,2020
1566,"West-Süd",2020-12-12,2020
1325,"West-Süd",2020-12-13,2020
2128,"West-Süd",2020-12-14,2020
2150,"West-Süd",2020-12-15,2020
2208,"West-Süd",2020-12-16,2020
2220,"West-Süd",2020-12-17,2020
2137,"West-Süd",2020-12-18,2020
1435,"West-Süd",2020-12-19,2020
1479,"West-Süd",2020-12-20,2020
1597,"West-Süd",2020-12-21,2020
1589,"West-Süd",2020-12-22,2020
1511,"West-Süd",2020-12-23,2020
1120,"West-Süd",2020-12-24,2020
972,"West-Süd",2020-12-25,2020
1213,"West-Süd",2020-12-26,2020
1034,"West-Süd",2020-12-27,2020
1042,"West-Süd",2020-12-28,2020
1294,"West-Süd",2020-12-29,2020
1279,"West-Süd",2020-12-30,2020
1219,"West-Süd",2020-12-31,2020
2495,"Ost-Nord",2020-01-01,2020
1601,"Ost-Nord",2020-01-02,2020
2740,"Ost-Nord",2020-01-03,2020
2660,"Ost-Nord",2020-01-04,2020
2680,"Ost-Nord",2020-01-05,2020
3355,"Ost-Nord",2020-01-06,2020
3810,"Ost-Nord",2020-01-07,2020
4114,"Ost-Nord",2020-01-08,2020
4428,"Ost-Nord",2020-01-09,2020
4389,"Ost-Nord",2020-01-10,2020
3519,"Ost-Nord",2020-01-11,2020
2815,"Ost-Nord",2020-01-12,2020
3764,"Ost-Nord",2020-01-13,2020
4414,"Ost-Nord",2020-01-14,2020
4398,"Ost-Nord",2020-01-15,2020
4270,"Ost-Nord",2020-01-16,2020
3910,"Ost-Nord",2020-01-17,2020
3555,"Ost-Nord",2020-01-18,2020
2588,"Ost-Nord",2020-01-19,2020
3740,"Ost-Nord",2020-01-20,2020
4151,"Ost-Nord",2020-01-21,2020
3932,"Ost-Nord",2020-01-22,2020
3845,"Ost-Nord",2020-01-23,2020
4233,"Ost-Nord",2020-01-24,2020
3546,"Ost-Nord",2020-01-25,2020
2675,"Ost-Nord",2020-01-26,2020
3950,"Ost-Nord",2020-01-27,2020
3290,"Ost-Nord",2020-01-28,2020
3692,"Ost-Nord",2020-01-29,2020
4022,"Ost-Nord",2020-01-30,2020
4928,"Ost-Nord",2020-01-31,2020
3776,"Ost-Nord",2020-02-01,2020
1861,"Ost-Nord",2020-02-02,2020
3058,"Ost-Nord",2020-02-03,2020
3626,"Ost-Nord",2020-02-04,2020
4322,"Ost-Nord",2020-02-05,2020
4504,"Ost-Nord",2020-02-06,2020
4741,"Ost-Nord",2020-02-07,2020
3900,"Ost-Nord",2020-02-08,2020
2832,"Ost-Nord",2020-02-09,2020
2617,"Ost-Nord",2020-02-10,2020
2898,"Ost-Nord",2020-02-11,2020
3434,"Ost-Nord",2020-02-12,2020
3395,"Ost-Nord",2020-02-13,2020
4115,"Ost-Nord",2020-02-14,2020
4105,"Ost-Nord",2020-02-15,2020
2650,"Ost-Nord",2020-02-16,2020
2895,"Ost-Nord",2020-02-17,2020
4040,"Ost-Nord",2020-02-18,2020
3565,"Ost-Nord",2020-02-19,2020
4363,"Ost-Nord",2020-02-20,2020
4425,"Ost-Nord",2020-02-21,2020
4530,"Ost-Nord",2020-02-22,2020
2985,"Ost-Nord",2020-02-23,2020
4248,"Ost-Nord",2020-02-24,2020
3909,"Ost-Nord",2020-02-25,2020
3728,"Ost-Nord",2020-02-26,2020
3693,"Ost-Nord",2020-02-27,2020
4656,"Ost-Nord",2020-02-28,2020
3805,"Ost-Nord",2020-02-29,2020
3043,"Ost-Nord",2020-03-01,2020
3324,"Ost-Nord",2020-03-02,2020
4326,"Ost-Nord",2020-03-03,2020
4403,"Ost-Nord",2020-03-04,2020
3277,"Ost-Nord",2020-03-05,2020
3655,"Ost-Nord",2020-03-06,2020
4048,"Ost-Nord",2020-03-07,2020
3024,"Ost-Nord",2020-03-08,2020
3288,"Ost-Nord",2020-03-09,2020
3274,"Ost-Nord",2020-03-10,2020
4421,"Ost-Nord",2020-03-11,2020
4250,"Ost-Nord",2020-03-12,2020
4030,"Ost-Nord",2020-03-13,2020
3104,"Ost-Nord",2020-03-14,2020
3132,"Ost-Nord",2020-03-15,2020
3341,"Ost-Nord",2020-03-16,2020
2588,"Ost-Nord",2020-03-17,2020
2669,"Ost-Nord",2020-03-18,2020
2526,"Ost-Nord",2020-03-19,2020
2176,"Ost-Nord",2020-03-20,2020
1491,"Ost-Nord",2020-03-21,2020
1851,"Ost-Nord",2020-03-22,2020
1897,"Ost-Nord",2020-03-23,2020
1914,"Ost-Nord",2020-03-24,2020
1912,"Ost-Nord",2020-03-25,2020
1794,"Ost-Nord",2020-03-26,2020
2104,"Ost-Nord",2020-03-27,2020
2621,"Ost-Nord",2020-03-28,2020
976,"Ost-Nord",2020-03-29,2020
1374,"Ost-Nord",2020-03-30,2020
2099,"Ost-Nord",2020-03-31,2020
2244,"Ost-Nord",2020-04-01,2020
2188,"Ost-Nord",2020-04-02,2020
2458,"Ost-Nord",2020-04-03,2020
2386,"Ost-Nord",2020-04-04,2020
2368,"Ost-Nord",2020-04-05,2020
2185,"Ost-Nord",2020-04-06,2020
2420,"Ost-Nord",2020-04-07,2020
2472,"Ost-Nord",2020-04-08,2020
2512,"Ost-Nord",2020-04-09,2020
2390,"Ost-Nord",2020-04-10,2020
2464,"Ost-Nord",2020-04-11,2020
2255,"Ost-Nord",2020-04-12,2020
2413,"Ost-Nord",2020-04-13,2020
2070,"Ost-Nord",2020-04-14,2020
2615,"Ost-Nord",2020-04-15,2020
2832,"Ost-Nord",2020-04-16,2020
2995,"Ost-Nord",2020-04-17,2020
2887,"Ost-Nord",2020-04-18,2020
2554,"Ost-Nord",2020-04-19,2020
2521,"Ost-Nord",2020-04-20,2020
2505,"Ost-Nord",2020-04-21,2020
3019,"Ost-Nord",2020-04-22,2020
2815,"Ost-Nord",2020-04-23,2020
3052,"Ost-Nord",2020-04-24,2020
3116,"Ost-Nord",2020-04-25,2020
2667,"Ost-Nord",2020-04-26,2020
3165,"Ost-Nord",2020-04-27,2020
1728,"Ost-Nord",2020-04-28,2020
2570,"Ost-Nord",2020-04-29,2020
1911,"Ost-Nord",2020-04-30,2020
1634,"Ost-Nord",2020-05-01,2020
2129,"Ost-Nord",2020-05-02,2020
2950,"Ost-Nord",2020-05-03,2020
2811,"Ost-Nord",2020-05-04,2020
1706,"Ost-Nord",2020-05-05,2020
3249,"Ost-Nord",2020-05-06,2020
3553,"Ost-Nord",2020-05-07,2020
3684,"Ost-Nord",2020-05-08,2020
3693,"Ost-Nord",2020-05-09,2020
2747,"Ost-Nord",2020-05-10,2020
2198,"Ost-Nord",2020-05-11,2020
3061,"Ost-Nord",2020-05-12,2020
2700,"Ost-Nord",2020-05-13,2020
2933,"Ost-Nord",2020-05-14,2020
3453,"Ost-Nord",2020-05-15,2020
4637,"Ost-Nord",2020-05-16,2020
3666,"Ost-Nord",2020-05-17,2020
3681,"Ost-Nord",2020-05-18,2020
4356,"Ost-Nord",2020-05-19,2020
4657,"Ost-Nord",2020-05-20,2020
3893,"Ost-Nord",2020-05-21,2020
4279,"Ost-Nord",2020-05-22,2020
2259,"Ost-Nord",2020-05-23,2020
3179,"Ost-Nord",2020-05-24,2020
3865,"Ost-Nord",2020-05-25,2020
4540,"Ost-Nord",2020-05-26,2020
4774,"Ost-Nord",2020-05-27,2020
4426,"Ost-Nord",2020-05-28,2020
4943,"Ost-Nord",2020-05-29,2020
4650,"Ost-Nord",2020-05-30,2020
3439,"Ost-Nord",2020-05-31,2020
3766,"Ost-Nord",2020-06-01,2020
4606,"Ost-Nord",2020-06-02,2020
4579,"Ost-Nord",2020-06-03,2020
2641,"Ost-Nord",2020-06-04,2020
3428,"Ost-Nord",2020-06-05,2020
4105,"Ost-Nord",2020-06-06,2020
2386,"Ost-Nord",2020-06-07,2020
3682,"Ost-Nord",2020-06-08,2020
3359,"Ost-Nord",2020-06-09,2020
3266,"Ost-Nord",2020-06-10,2020
4759,"Ost-Nord",2020-06-11,2020
5771,"Ost-Nord",2020-06-12,2020
4243,"Ost-Nord",2020-06-13,2020
2350,"Ost-Nord",2020-06-14,2020
3661,"Ost-Nord",2020-06-15,2020
4059,"Ost-Nord",2020-06-16,2020
3394,"Ost-Nord",2020-06-17,2020
4230,"Ost-Nord",2020-06-18,2020
3950,"Ost-Nord",2020-06-19,2020
5449,"Ost-Nord",2020-06-20,2020
3638,"Ost-Nord",2020-06-21,2020
4110,"Ost-Nord",2020-06-22,2020
5116,"Ost-Nord",2020-06-23,2020
5382,"Ost-Nord",2020-06-24,2020
5477,"Ost-Nord",2020-06-25,2020
4523,"Ost-Nord",2020-06-26,2020
4973,"Ost-Nord",2020-06-27,2020
3546,"Ost-Nord",2020-06-28,2020
3533,"Ost-Nord",2020-06-29,2020
5106,"Ost-Nord",2020-06-30,2020
4945,"Ost-Nord",2020-07-01,2020
4378,"Ost-Nord",2020-07-02,2020
4607,"Ost-Nord",2020-07-03,2020
5072,"Ost-Nord",2020-07-04,2020
3472,"Ost-Nord",2020-07-05,2020
4432,"Ost-Nord",2020-07-06,2020
5280,"Ost-Nord",2020-07-07,2020
5314,"Ost-Nord",2020-07-08,2020
5135,"Ost-Nord",2020-07-09,2020
4829,"Ost-Nord",2020-07-10,2020
4130,"Ost-Nord",2020-07-11,2020
3505,"Ost-Nord",2020-07-12,2020
4217,"Ost-Nord",2020-07-13,2020
4855,"Ost-Nord",2020-07-14,2020
3561,"Ost-Nord",2020-07-15,2020
3503,"Ost-Nord",2020-07-16,2020
3991,"Ost-Nord",2020-07-17,2020
4574,"Ost-Nord",2020-07-18,2020
3216,"Ost-Nord",2020-07-19,2020
3755,"Ost-Nord",2020-07-20,2020
4181,"Ost-Nord",2020-07-21,2020
4289,"Ost-Nord",2020-07-22,2020
4572,"Ost-Nord",2020-07-23,2020
3837,"Ost-Nord",2020-07-24,2020
4143,"Ost-Nord",2020-07-25,2020
3159,"Ost-Nord",2020-07-26,2020
3735,"Ost-Nord",2020-07-27,2020
3943,"Ost-Nord",2020-07-28,2020
4225,"Ost-Nord",2020-07-29,2020
4351,"Ost-Nord",2020-07-30,2020
4102,"Ost-Nord",2020-07-31,2020
3109,"Ost-Nord",2020-08-01,2020
2460,"Ost-Nord",2020-08-02,2020
2510,"Ost-Nord",2020-08-03,2020
3061,"Ost-Nord",2020-08-04,2020
4397,"Ost-Nord",2020-08-05,2020
4665,"Ost-Nord",2020-08-06,2020
4601,"Ost-Nord",2020-08-07,2020
4581,"Ost-Nord",2020-08-08,2020
3238,"Ost-Nord",2020-08-09,2020
4023,"Ost-Nord",2020-08-10,2020
4685,"Ost-Nord",2020-08-11,2020
4486,"Ost-Nord",2020-08-12,2020
4523,"Ost-Nord",2020-08-13,2020
4939,"Ost-Nord",2020-08-14,2020
4760,"Ost-Nord",2020-08-15,2020
3514,"Ost-Nord",2020-08-16,2020
3565,"Ost-Nord",2020-08-17,2020
4810,"Ost-Nord",2020-08-18,2020
5034,"Ost-Nord",2020-08-19,2020
5147,"Ost-Nord",2020-08-20,2020
5132,"Ost-Nord",2020-08-21,2020
4214,"Ost-Nord",2020-08-22,2020
3671,"Ost-Nord",2020-08-23,2020
4277,"Ost-Nord",2020-08-24,2020
4756,"Ost-Nord",2020-08-25,2020
4971,"Ost-Nord",2020-08-26,2020
5348,"Ost-Nord",2020-08-27,2020
3979,"Ost-Nord",2020-08-28,2020
3266,"Ost-Nord",2020-08-29,2020
1444,"Ost-Nord",2020-08-30,2020
3940,"Ost-Nord",2020-08-31,2020
4497,"Ost-Nord",2020-09-01,2020
4969,"Ost-Nord",2020-09-02,2020
5101,"Ost-Nord",2020-09-03,2020
5269,"Ost-Nord",2020-09-04,2020
5158,"Ost-Nord",2020-09-05,2020
2572,"Ost-Nord",2020-09-06,2020
4059,"Ost-Nord",2020-09-07,2020
4906,"Ost-Nord",2020-09-08,2020
5200,"Ost-Nord",2020-09-09,2020
5185,"Ost-Nord",2020-09-10,2020
5409,"Ost-Nord",2020-09-11,2020
4858,"Ost-Nord",2020-09-12,2020
3269,"Ost-Nord",2020-09-13,2020
4109,"Ost-Nord",2020-09-14,2020
4960,"Ost-Nord",2020-09-15,2020
5142,"Ost-Nord",2020-09-16,2020
5339,"Ost-Nord",2020-09-17,2020
5384,"Ost-Nord",2020-09-18,2020
5068,"Ost-Nord",2020-09-19,2020
3864,"Ost-Nord",2020-09-20,2020
4417,"Ost-Nord",2020-09-21,2020
4760,"Ost-Nord",2020-09-22,2020
4601,"Ost-Nord",2020-09-23,2020
4171,"Ost-Nord",2020-09-24,2020
3689,"Ost-Nord",2020-09-25,2020
2860,"Ost-Nord",2020-09-26,2020
2846,"Ost-Nord",2020-09-27,2020
4070,"Ost-Nord",2020-09-28,2020
3603,"Ost-Nord",2020-09-29,2020
4611,"Ost-Nord",2020-09-30,2020
4462,"Ost-Nord",2020-10-01,2020
4501,"Ost-Nord",2020-10-02,2020
4372,"Ost-Nord",2020-10-03,2020
3287,"Ost-Nord",2020-10-04,2020
3413,"Ost-Nord",2020-10-05,2020
3700,"Ost-Nord",2020-10-06,2020
3512,"Ost-Nord",2020-10-07,2020
4247,"Ost-Nord",2020-10-08,2020
4270,"Ost-Nord",2020-10-09,2020
3000,"Ost-Nord",2020-10-10,2020
2314,"Ost-Nord",2020-10-11,2020
3356,"Ost-Nord",2020-10-12,2020
3781,"Ost-Nord",2020-10-13,2020
3990,"Ost-Nord",2020-10-14,2020
3383,"Ost-Nord",2020-10-15,2020
3194,"Ost-Nord",2020-10-16,2020
3728,"Ost-Nord",2020-10-17,2020
2667,"Ost-Nord",2020-10-18,2020
3617,"Ost-Nord",2020-10-19,2020
4007,"Ost-Nord",2020-10-20,2020
4070,"Ost-Nord",2020-10-21,2020
4094,"Ost-Nord",2020-10-22,2020
2906,"Ost-Nord",2020-10-23,2020
4361,"Ost-Nord",2020-10-24,2020
3272,"Ost-Nord",2020-10-25,2020
2452,"Ost-Nord",2020-10-26,2020
3744,"Ost-Nord",2020-10-27,2020
3451,"Ost-Nord",2020-10-28,2020
2846,"Ost-Nord",2020-10-29,2020
4074,"Ost-Nord",2020-10-30,2020
3714,"Ost-Nord",2020-10-31,2020
2154,"Ost-Nord",2020-11-01,2020
3834,"Ost-Nord",2020-11-02,2020
2913,"Ost-Nord",2020-11-03,2020
3274,"Ost-Nord",2020-11-04,2020
3563,"Ost-Nord",2020-11-05,2020
3814,"Ost-Nord",2020-11-06,2020
4244,"Ost-Nord",2020-11-07,2020
2898,"Ost-Nord",2020-11-08,2020
3345,"Ost-Nord",2020-11-09,2020
3456,"Ost-Nord",2020-11-10,2020
3708,"Ost-Nord",2020-11-11,2020
4095,"Ost-Nord",2020-11-12,2020
4508,"Ost-Nord",2020-11-13,2020
5044,"Ost-Nord",2020-11-14,2020
3330,"Ost-Nord",2020-11-15,2020
3164,"Ost-Nord",2020-11-16,2020
3941,"Ost-Nord",2020-11-17,2020
4001,"Ost-Nord",2020-11-18,2020
3455,"Ost-Nord",2020-11-19,2020
4014,"Ost-Nord",2020-11-20,2020
5095,"Ost-Nord",2020-11-21,2020
2819,"Ost-Nord",2020-11-22,2020
3420,"Ost-Nord",2020-11-23,2020
3702,"Ost-Nord",2020-11-24,2020
3801,"Ost-Nord",2020-11-25,2020
3838,"Ost-Nord",2020-11-26,2020
4214,"Ost-Nord",2020-11-27,2020
4201,"Ost-Nord",2020-11-28,2020
2321,"Ost-Nord",2020-11-29,2020
3333,"Ost-Nord",2020-11-30,2020
3070,"Ost-Nord",2020-12-01,2020
3740,"Ost-Nord",2020-12-02,2020
4003,"Ost-Nord",2020-12-03,2020
3973,"Ost-Nord",2020-12-04,2020
3875,"Ost-Nord",2020-12-05,2020
2261,"Ost-Nord",2020-12-06,2020
3140,"Ost-Nord",2020-12-07,2020
3602,"Ost-Nord",2020-12-08,2020
3135,"Ost-Nord",2020-12-09,2020
3700,"Ost-Nord",2020-12-10,2020
3727,"Ost-Nord",2020-12-11,2020
3318,"Ost-Nord",2020-12-12,2020
2097,"Ost-Nord",2020-12-13,2020
2893,"Ost-Nord",2020-12-14,2020
3153,"Ost-Nord",2020-12-15,2020
3123,"Ost-Nord",2020-12-16,2020
3502,"Ost-Nord",2020-12-17,2020
3658,"Ost-Nord",2020-12-18,2020
3119,"Ost-Nord",2020-12-19,2020
2181,"Ost-Nord",2020-12-20,2020
2767,"Ost-Nord",2020-12-21,2020
2530,"Ost-Nord",2020-12-22,2020
2505,"Ost-Nord",2020-12-23,2020
1389,"Ost-Nord",2020-12-24,2020
915,"Ost-Nord",2020-12-25,2020
1600,"Ost-Nord",2020-12-26,2020
1178,"Ost-Nord",2020-12-27,2020
1715,"Ost-Nord",2020-12-28,2020
2140,"Ost-Nord",2020-12-29,2020
1993,"Ost-Nord",2020-12-30,2020
1819,"Ost-Nord",2020-12-31,2020
6525,"Ost-SBB",2020-01-01,2020
5916,"Ost-SBB",2020-01-02,2020
8488,"Ost-SBB",2020-01-03,2020
7434,"Ost-SBB",2020-01-04,2020
6785,"Ost-SBB",2020-01-05,2020
14694,"Ost-SBB",2020-01-06,2020
15118,"Ost-SBB",2020-01-07,2020
16153,"Ost-SBB",2020-01-08,2020
16339,"Ost-SBB",2020-01-09,2020
15897,"Ost-SBB",2020-01-10,2020
9112,"Ost-SBB",2020-01-11,2020
7731,"Ost-SBB",2020-01-12,2020
16051,"Ost-SBB",2020-01-13,2020
16811,"Ost-SBB",2020-01-14,2020
17054,"Ost-SBB",2020-01-15,2020
16733,"Ost-SBB",2020-01-16,2020
16236,"Ost-SBB",2020-01-17,2020
9795,"Ost-SBB",2020-01-18,2020
7391,"Ost-SBB",2020-01-19,2020
16324,"Ost-SBB",2020-01-20,2020
17311,"Ost-SBB",2020-01-21,2020
16974,"Ost-SBB",2020-01-22,2020
16827,"Ost-SBB",2020-01-23,2020
16213,"Ost-SBB",2020-01-24,2020
10141,"Ost-SBB",2020-01-25,2020
7125,"Ost-SBB",2020-01-26,2020
15743,"Ost-SBB",2020-01-27,2020
16839,"Ost-SBB",2020-01-28,2020
16503,"Ost-SBB",2020-01-29,2020
17111,"Ost-SBB",2020-01-30,2020
16710,"Ost-SBB",2020-01-31,2020
10408,"Ost-SBB",2020-02-01,2020
6448,"Ost-SBB",2020-02-02,2020
15836,"Ost-SBB",2020-02-03,2020
16931,"Ost-SBB",2020-02-04,2020
17021,"Ost-SBB",2020-02-05,2020
17228,"Ost-SBB",2020-02-06,2020
16508,"Ost-SBB",2020-02-07,2020
10315,"Ost-SBB",2020-02-08,2020
7551,"Ost-SBB",2020-02-09,2020
13784,"Ost-SBB",2020-02-10,2020
14897,"Ost-SBB",2020-02-11,2020
14894,"Ost-SBB",2020-02-12,2020
14935,"Ost-SBB",2020-02-13,2020
14646,"Ost-SBB",2020-02-14,2020
8864,"Ost-SBB",2020-02-15,2020
7091,"Ost-SBB",2020-02-16,2020
14331,"Ost-SBB",2020-02-17,2020
15348,"Ost-SBB",2020-02-18,2020
15802,"Ost-SBB",2020-02-19,2020
16091,"Ost-SBB",2020-02-20,2020
15147,"Ost-SBB",2020-02-21,2020
10566,"Ost-SBB",2020-02-22,2020
7567,"Ost-SBB",2020-02-23,2020
15972,"Ost-SBB",2020-02-24,2020
17122,"Ost-SBB",2020-02-25,2020
17264,"Ost-SBB",2020-02-26,2020
17497,"Ost-SBB",2020-02-27,2020
16783,"Ost-SBB",2020-02-28,2020
9616,"Ost-SBB",2020-02-29,2020
8670,"Ost-SBB",2020-03-01,2020
15680,"Ost-SBB",2020-03-02,2020
17843,"Ost-SBB",2020-03-03,2020
16961,"Ost-SBB",2020-03-04,2020
15994,"Ost-SBB",2020-03-05,2020
16483,"Ost-SBB",2020-03-06,2020
11570,"Ost-SBB",2020-03-07,2020
7892,"Ost-SBB",2020-03-08,2020
15264,"Ost-SBB",2020-03-09,2020
15225,"Ost-SBB",2020-03-10,2020
16161,"Ost-SBB",2020-03-11,2020
15726,"Ost-SBB",2020-03-12,2020
14232,"Ost-SBB",2020-03-13,2020
6983,"Ost-SBB",2020-03-14,2020
5976,"Ost-SBB",2020-03-15,2020
9931,"Ost-SBB",2020-03-16,2020
7314,"Ost-SBB",2020-03-17,2020
6727,"Ost-SBB",2020-03-18,2020
6035,"Ost-SBB",2020-03-19,2020
5566,"Ost-SBB",2020-03-20,2020
2838,"Ost-SBB",2020-03-21,2020
2550,"Ost-SBB",2020-03-22,2020
5131,"Ost-SBB",2020-03-23,2020
4756,"Ost-SBB",2020-03-24,2020
5101,"Ost-SBB",2020-03-25,2020
4536,"Ost-SBB",2020-03-26,2020
4775,"Ost-SBB",2020-03-27,2020
3582,"Ost-SBB",2020-03-28,2020
1855,"Ost-SBB",2020-03-29,2020
4451,"Ost-SBB",2020-03-30,2020
5124,"Ost-SBB",2020-03-31,2020
5284,"Ost-SBB",2020-04-01,2020
4913,"Ost-SBB",2020-04-02,2020
5255,"Ost-SBB",2020-04-03,2020
3443,"Ost-SBB",2020-04-04,2020
3339,"Ost-SBB",2020-04-05,2020
4854,"Ost-SBB",2020-04-06,2020
4706,"Ost-SBB",2020-04-07,2020
5185,"Ost-SBB",2020-04-08,2020
4901,"Ost-SBB",2020-04-09,2020
3191,"Ost-SBB",2020-04-10,2020
3502,"Ost-SBB",2020-04-11,2020
2859,"Ost-SBB",2020-04-12,2020
3044,"Ost-SBB",2020-04-13,2020
5063,"Ost-SBB",2020-04-14,2020
5474,"Ost-SBB",2020-04-15,2020
5454,"Ost-SBB",2020-04-16,2020
5720,"Ost-SBB",2020-04-17,2020
4119,"Ost-SBB",2020-04-18,2020
3349,"Ost-SBB",2020-04-19,2020
4906,"Ost-SBB",2020-04-20,2020
5337,"Ost-SBB",2020-04-21,2020
5819,"Ost-SBB",2020-04-22,2020
5724,"Ost-SBB",2020-04-23,2020
5900,"Ost-SBB",2020-04-24,2020
4467,"Ost-SBB",2020-04-25,2020
3605,"Ost-SBB",2020-04-26,2020
6222,"Ost-SBB",2020-04-27,2020
5738,"Ost-SBB",2020-04-28,2020
6498,"Ost-SBB",2020-04-29,2020
5983,"Ost-SBB",2020-04-30,2020
3716,"Ost-SBB",2020-05-01,2020
4307,"Ost-SBB",2020-05-02,2020
3948,"Ost-SBB",2020-05-03,2020
6809,"Ost-SBB",2020-05-04,2020
6066,"Ost-SBB",2020-05-05,2020
7704,"Ost-SBB",2020-05-06,2020
7453,"Ost-SBB",2020-05-07,2020
7459,"Ost-SBB",2020-05-08,2020
6170,"Ost-SBB",2020-05-09,2020
5119,"Ost-SBB",2020-05-10,2020
7477,"Ost-SBB",2020-05-11,2020
8786,"Ost-SBB",2020-05-12,2020
8252,"Ost-SBB",2020-05-13,2020
5050,"Ost-SBB",2020-05-14,2020
5395,"Ost-SBB",2020-05-15,2020
7533,"Ost-SBB",2020-05-16,2020
5970,"Ost-SBB",2020-05-17,2020
8678,"Ost-SBB",2020-05-18,2020
9011,"Ost-SBB",2020-05-19,2020
9334,"Ost-SBB",2020-05-20,2020
6929,"Ost-SBB",2020-05-21,2020
8197,"Ost-SBB",2020-05-22,2020
5285,"Ost-SBB",2020-05-23,2020
5489,"Ost-SBB",2020-05-24,2020
8782,"Ost-SBB",2020-05-25,2020
9657,"Ost-SBB",2020-05-26,2020
10180,"Ost-SBB",2020-05-27,2020
9894,"Ost-SBB",2020-05-28,2020
10375,"Ost-SBB",2020-05-29,2020
7946,"Ost-SBB",2020-05-30,2020
6198,"Ost-SBB",2020-05-31,2020
7149,"Ost-SBB",2020-06-01,2020
10464,"Ost-SBB",2020-06-02,2020
10546,"Ost-SBB",2020-06-03,2020
9632,"Ost-SBB",2020-06-04,2020
10289,"Ost-SBB",2020-06-05,2020
8442,"Ost-SBB",2020-06-06,2020
5396,"Ost-SBB",2020-06-07,2020
10816,"Ost-SBB",2020-06-08,2020
10419,"Ost-SBB",2020-06-09,2020
11117,"Ost-SBB",2020-06-10,2020
12174,"Ost-SBB",2020-06-11,2020
13097,"Ost-SBB",2020-06-12,2020
9442,"Ost-SBB",2020-06-13,2020
5352,"Ost-SBB",2020-06-14,2020
10504,"Ost-SBB",2020-06-15,2020
11390,"Ost-SBB",2020-06-16,2020
11240,"Ost-SBB",2020-06-17,2020
11815,"Ost-SBB",2020-06-18,2020
11599,"Ost-SBB",2020-06-19,2020
9779,"Ost-SBB",2020-06-20,2020
6794,"Ost-SBB",2020-06-21,2020
10937,"Ost-SBB",2020-06-22,2020
12046,"Ost-SBB",2020-06-23,2020
12563,"Ost-SBB",2020-06-24,2020
12661,"Ost-SBB",2020-06-25,2020
11910,"Ost-SBB",2020-06-26,2020
9981,"Ost-SBB",2020-06-27,2020
6799,"Ost-SBB",2020-06-28,2020
11620,"Ost-SBB",2020-06-29,2020
12663,"Ost-SBB",2020-06-30,2020
12643,"Ost-SBB",2020-07-01,2020
11788,"Ost-SBB",2020-07-02,2020
11580,"Ost-SBB",2020-07-03,2020
9449,"Ost-SBB",2020-07-04,2020
6719,"Ost-SBB",2020-07-05,2020
11034,"Ost-SBB",2020-07-06,2020
11990,"Ost-SBB",2020-07-07,2020
13022,"Ost-SBB",2020-07-08,2020
12553,"Ost-SBB",2020-07-09,2020
11849,"Ost-SBB",2020-07-10,2020
7749,"Ost-SBB",2020-07-11,2020
6987,"Ost-SBB",2020-07-12,2020
10353,"Ost-SBB",2020-07-13,2020
10901,"Ost-SBB",2020-07-14,2020
10323,"Ost-SBB",2020-07-15,2020
10375,"Ost-SBB",2020-07-16,2020
9999,"Ost-SBB",2020-07-17,2020
8073,"Ost-SBB",2020-07-18,2020
6549,"Ost-SBB",2020-07-19,2020
9577,"Ost-SBB",2020-07-20,2020
9538,"Ost-SBB",2020-07-21,2020
10046,"Ost-SBB",2020-07-22,2020
10081,"Ost-SBB",2020-07-23,2020
